days,id,lastUpdatedAt,predictedEnd,recovery,during.bounds,during.lower,during.upper,sleep.id,sleep.naps,sleep.needBreakdown,sleep.qualityDuration,sleep.score,sleep.sleeps,sleep.state,strain.averageHeartRate,strain.kilojoules,strain.maxHeartRate,strain.rawScore,strain.score,strain.state,strain.workouts,recovery.blackoutUntil,recovery.calibrating,recovery.heartRateVariabilityRmssd,recovery.id,recovery.responded,recovery.restingHeartRate,recovery.score,recovery.state,recovery.surveyResponseId,recovery.timestamp,sleep.needBreakdown.baseline,sleep.needBreakdown.debt,sleep.needBreakdown.naps,sleep.needBreakdown.strain,sleep.needBreakdown.total
['2019-07-31'],10366563,2019-08-01T12:37:24.195909+00:00,2019-08-01T04:00:00+00:00,,[),2019-07-31T04:00:00+00:00,2019-08-01T05:07:12.578+00:00,23347188.0,"[{'cyclesCount': 0, 'disturbanceCount': 4, 'during': {'bounds': '[)', 'lower': '2019-07-31T22:00:00+00:00', 'upper': '2019-07-31T23:17:00+00:00'}, 'id': 23356278, 'inBedDuration': 4619066, 'isNap': True, 'latencyDuration': 173035, 'lightSleepDuration': 2828074, 'noDataDuration': 0, 'qualityDuration': 3523058, 'remSleepDuration': 0, 'respiratoryRate': 17.168, 'responded': False, 'score': 10, 'sleepConsistency': 37, 'sleepEfficiency': 0.792405, 'slowWaveSleepDuration': 694984, 'source': 'user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 1102174}]",,18976595.0,61.0,"[{'cyclesCount': 4, 'disturbanceCount': 7, 'during': {'bounds': '[)', 'lower': '2019-07-31T04:00:00+00:00', 'upper': '2019-07-31T10:17:00+00:00'}, 'id': 23347188, 'inBedDuration': 22618440, 'isNap': False, 'latencyDuration': 1440995, 'lightSleepDuration': 9966679, 'noDataDuration': 66168, 'qualityDuration': 18976595, 'remSleepDuration': 3787806, 'respiratoryRate': 15.4688, 'responded': True, 'score': 61, 'sleepConsistency': 59, 'sleepEfficiency': 0.896076, 'slowWaveSleepDuration': 5222110, 'source': 'user', 'state': 'complete', 'surveyResponseId': 18143782, 'timezoneOffset': '-0500', 'wakeDuration': 3602954}]",complete,73.0,17259.8,174.0,0.00784569094757155,13.5267196635213,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 131, 'cumulativeWorkoutStrain': 12.6387, 'distance': None, 'during': {'bounds': '[)', 'lower': '2019-07-31T23:27:00+00:00', 'upper': '2019-08-01T00:31:00+00:00'}, 'gpsEnabled': False, 'id': 23356196, 'kilojoules': 3306.2, 'maxHeartRate': 174, 'rawScore': 0.00381689988271568, 'responded': False, 'score': 10.1645442265771, 'source': 'user', 'sportId': 0, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [0, 752742, 1209318, 1591919, 286469, 0]}, {'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 119, 'cumulativeWorkoutStrain': 8.2984, 'distance': None, 'during': {'bounds': '[)', 'lower': '2019-07-31T10:30:00+00:00', 'upper': '2019-07-31T11:45:00+00:00'}, 'gpsEnabled': False, 'id': 23347257, 'kilojoules': 3198.58, 'maxHeartRate': 162, 'rawScore': 0.00248925363044881, 'responded': False, 'score': 8.29839356719189, 'source': 'user', 'sportId': 45, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [215331, 1647714, 1898574, 721941, 16342, 0]}]",,False,0.0659171,10398428.0,True,49.0,68.0,complete,18143774.0,2019-07-31T10:17:00+00:00,28725821.0,5888793.0,5651366.0,1965237.0,30928485.0
['2019-08-01'],10387635,2019-08-02T14:38:24.130205+00:00,2019-08-02T04:00:00+00:00,,[),2019-08-01T05:07:12.578+00:00,2019-08-02T05:50:00+00:00,23390254.0,"[{'cyclesCount': 1, 'disturbanceCount': 6, 'during': {'bounds': '[)', 'lower': '2019-08-02T00:00:00+00:00', 'upper': '2019-08-02T02:15:00+00:00'}, 'id': 23424786, 'inBedDuration': 8098987, 'isNap': True, 'latencyDuration': 203797, 'lightSleepDuration': 3914854, 'noDataDuration': 0, 'qualityDuration': 6639939, 'remSleepDuration': 726756, 'respiratoryRate': 17.2266, 'responded': False, 'score': 18, 'sleepConsistency': 31, 'sleepEfficiency': 0.841011, 'slowWaveSleepDuration': 1998329, 'source': 'user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 1468881}]",,16268688.0,50.0,"[{'cyclesCount': 1, 'disturbanceCount': 9, 'during': {'bounds': '[)', 'lower': '2019-08-01T05:07:12.578+00:00', 'upper': '2019-08-01T09:58:52.157+00:00'}, 'id': 23390254, 'inBedDuration': 17499579, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 10185116, 'noDataDuration': 0, 'qualityDuration': 16268688, 'remSleepDuration': 2084976, 'respiratoryRate': 15.5273, 'responded': False, 'score': 50, 'sleepConsistency': 79, 'sleepEfficiency': 0.929662, 'slowWaveSleepDuration': 3998596, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 1250398}]",complete,72.0,15828.4,166.0,0.00664910416993743,12.8647253028466,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 127, 'cumulativeWorkoutStrain': 11.5396, 'distance': None, 'during': {'bounds': '[)', 'lower': '2019-08-01T10:30:00+00:00', 'upper': '2019-08-01T12:15:00+00:00'}, 'gpsEnabled': False, 'id': 23390908, 'kilojoules': 5013.5, 'maxHeartRate': 166, 'rawScore': 0.00502257953426771, 'responded': False, 'score': 11.5396023388022, 'source': 'user', 'sportId': 45, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [229791, 1146832, 2784903, 2091794, 46142, 0]}]",,False,0.0616996,10419600.0,True,51.0,65.0,complete,18177672.0,2019-08-01T09:58:53.119+00:00,28725322.0,5601437.0,3523058.0,1655123.0,32458825.0
['2019-08-02'],10419532,2019-08-03T17:07:58.309569+00:00,2019-08-03T05:07:12.578+00:00,,[),2019-08-02T05:50:00+00:00,2019-08-03T08:19:08.032+00:00,23462808.0,[],,26217955.0,85.0,"[{'cyclesCount': 2, 'disturbanceCount': 16, 'during': {'bounds': '[)', 'lower': '2019-08-02T05:50:00+00:00', 'upper': '2019-08-02T14:00:00+00:00'}, 'id': 23462808, 'inBedDuration': 29398602, 'isNap': False, 'latencyDuration': 172073, 'lightSleepDuration': 13682158, 'noDataDuration': 0, 'qualityDuration': 26217955, 'remSleepDuration': 4983326, 'respiratoryRate': 15.8789, 'responded': False, 'score': 85, 'sleepConsistency': 49, 'sleepEfficiency': 0.89706, 'slowWaveSleepDuration': 7552471, 'source': 'user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 3216940}]",complete,69.0,11810.8,167.0,0.00144547087489053,6.59411914272798,,[],,False,0.0686137,10453046.0,True,57.0,84.0,complete,18238061.0,2019-08-02T14:00:00+00:00,28724823.0,7181205.0,6639939.0,1436861.0,30702952.0
['2019-08-03'],10450957,2019-08-04T15:50:41.178217+00:00,2019-08-04T05:50:00+00:00,,[),2019-08-03T08:19:08.032+00:00,2019-08-04T05:48:24.051+00:00,23538962.0,"[{'cyclesCount': 5, 'disturbanceCount': 10, 'during': {'bounds': '[)', 'lower': '2019-08-03T17:00:00+00:00', 'upper': '2019-08-03T22:30:00+00:00'}, 'id': 23550644, 'inBedDuration': 19798980, 'isNap': True, 'latencyDuration': 0, 'lightSleepDuration': 10555735, 'noDataDuration': 33565, 'qualityDuration': 17780911, 'remSleepDuration': 3372890, 'respiratoryRate': 15.3809, 'responded': False, 'score': 54, 'sleepConsistency': 12, 'sleepEfficiency': 0.898072, 'slowWaveSleepDuration': 3852286, 'source': 'user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2007939}]",,25261234.0,79.0,"[{'cyclesCount': 6, 'disturbanceCount': 16, 'during': {'bounds': '[)', 'lower': '2019-08-03T08:19:08.032+00:00', 'upper': '2019-08-03T16:05:03.72+00:00'}, 'id': 23538962, 'inBedDuration': 27955688, 'isNap': False, 'latencyDuration': 172073, 'lightSleepDuration': 10593281, 'noDataDuration': 0, 'qualityDuration': 25261234, 'remSleepDuration': 7590962, 'respiratoryRate': 14.5898, 'responded': False, 'score': 79, 'sleepConsistency': 33, 'sleepEfficiency': 0.909213, 'slowWaveSleepDuration': 7076991, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2727048}]",complete,66.0,8801.38,159.0,0.000499729948867792,4.88538424259668,,[],,False,0.0503903,10486372.0,True,64.0,57.0,complete,18304408.0,2019-08-03T16:07:02.922+00:00,28724325.0,2769845.0,0.0,297772.0,31791943.0
['2019-08-04'],10476861,2019-08-05T13:08:31.024683+00:00,2019-08-05T05:48:24.051+00:00,,[),2019-08-04T05:48:24.051+00:00,2019-08-05T04:00:00+00:00,23596955.0,"[{'cyclesCount': 1, 'disturbanceCount': 4, 'during': {'bounds': '[)', 'lower': '2019-08-04T20:30:00+00:00', 'upper': '2019-08-04T22:10:00+00:00'}, 'id': 23611979, 'inBedDuration': 5998538, 'isNap': True, 'latencyDuration': 524872, 'lightSleepDuration': 2087854, 'noDataDuration': 0, 'qualityDuration': 4230554, 'remSleepDuration': 1106015, 'respiratoryRate': 17.373, 'responded': False, 'score': 14, 'sleepConsistency': 24, 'sleepEfficiency': 0.772892, 'slowWaveSleepDuration': 1036685, 'source': 'user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 1775958}]",,30015414.0,100.0,"[{'cyclesCount': 8, 'disturbanceCount': 24, 'during': {'bounds': '[)', 'lower': '2019-08-04T05:48:24.051+00:00', 'upper': '2019-08-04T15:21:01.06+00:00'}, 'id': 23596955, 'inBedDuration': 34357009, 'isNap': False, 'latencyDuration': 173035, 'lightSleepDuration': 15811494, 'noDataDuration': 0, 'qualityDuration': 30015414, 'remSleepDuration': 5873709, 'respiratoryRate': 15.7617, 'responded': True, 'score': 100, 'sleepConsistency': 64, 'sleepEfficiency': 0.878055, 'slowWaveSleepDuration': 8330211, 'source': 'auto+user', 'state': 'complete', 'surveyResponseId': 18350106, 'timezoneOffset': '-0500', 'wakeDuration': 4384583}]",complete,74.0,17138.7,196.0,0.0151762102041714,16.686189330993,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 153, 'cumulativeWorkoutStrain': 15.8943, 'distance': None, 'during': {'bounds': '[)', 'lower': '2019-08-04T22:52:00+00:00', 'upper': '2019-08-04T23:55:00+00:00'}, 'gpsEnabled': False, 'id': 23615037, 'kilojoules': 4073.52, 'maxHeartRate': 196, 'rawScore': 0.0100291906863304, 'responded': False, 'score': 14.619992172403, 'source': 'user', 'sportId': 0, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '+0000', 'zones': [9613, 169229, 408555, 1250657, 1686128, 255705]}, {'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 133, 'cumulativeWorkoutStrain': 8.9992, 'distance': None, 'during': {'bounds': '[)', 'lower': '2019-08-04T16:57:00+00:00', 'upper': '2019-08-04T17:39:00+00:00'}, 'gpsEnabled': False, 'id': 23606696, 'kilojoules': 2243.86, 'maxHeartRate': 178, 'rawScore': 0.00295931785062422, 'responded': False, 'score': 8.99919746846771, 'source': 'user', 'sportId': -1, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [961, 249018, 1360244, 564285, 346070, 0]}]",,False,0.0549905,10515083.0,True,51.0,68.0,complete,18341677.0,2019-08-04T15:21:02.021+00:00,28723826.0,3877716.0,17780911.0,186250.0,15006882.0
['2019-08-05'],10501950,2019-08-06T15:55:33.76148+00:00,2019-08-06T04:31:58.72+00:00,,[),2019-08-05T04:00:00+00:00,2019-08-06T05:36:21.696+00:00,23651952.0,"[{'cyclesCount': 1, 'disturbanceCount': 1, 'during': {'bounds': '[)', 'lower': '2019-08-05T21:20:00+00:00', 'upper': '2019-08-05T22:28:00+00:00'}, 'id': 23678577, 'inBedDuration': 4079774, 'isNap': True, 'latencyDuration': 374908, 'lightSleepDuration': 3012904, 'noDataDuration': 0, 'qualityDuration': 3621221, 'remSleepDuration': 608317, 'respiratoryRate': 16.04, 'responded': False, 'score': 11, 'sleepConsistency': 20, 'sleepEfficiency': 0.977423, 'slowWaveSleepDuration': 0, 'source': 'user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 463006}]",,26671347.0,97.0,"[{'cyclesCount': 2, 'disturbanceCount': 24, 'during': {'bounds': '[)', 'lower': '2019-08-05T04:00:00+00:00', 'upper': '2019-08-05T12:24:00+00:00'}, 'id': 23651952, 'inBedDuration': 30238784, 'isNap': False, 'latencyDuration': 173996, 'lightSleepDuration': 15191524, 'noDataDuration': 0, 'qualityDuration': 26671347, 'remSleepDuration': 4605023, 'respiratoryRate': 14.9561, 'responded': True, 'score': 97, 'sleepConsistency': 45, 'sleepEfficiency': 0.887129, 'slowWaveSleepDuration': 6874800, 'source': 'user', 'state': 'complete', 'surveyResponseId': 18398461, 'timezoneOffset': '-0500', 'wakeDuration': 3603922}]",complete,74.0,16208.2,200.0,0.012295829712323,15.6171252399585,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 168, 'cumulativeWorkoutStrain': 14.8366, 'distance': None, 'during': {'bounds': '[)', 'lower': '2019-08-05T16:09:25.898+00:00', 'upper': '2019-08-05T16:40:32.59+00:00'}, 'gpsEnabled': False, 'id': 23666644, 'kilojoules': 2298.77, 'maxHeartRate': 200, 'rawScore': 0.0085859017749529, 'responded': False, 'score': 13.9121086727698, 'source': 'user', 'sportId': 0, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [2923, 40374, 23072, 314346, 769044, 717133]}, {'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 117, 'cumulativeWorkoutStrain': 7.3769, 'distance': None, 'during': {'bounds': '[)', 'lower': '2019-08-05T15:00:00+00:00', 'upper': '2019-08-05T16:00:00+00:00'}, 'gpsEnabled': False, 'id': 23666657, 'kilojoules': 2366.65, 'maxHeartRate': 160, 'rawScore': 0.00190989801257388, 'responded': False, 'score': 7.37688517438975, 'source': 'user', 'sportId': 45, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [251861, 1293910, 1405469, 645037, 2884, 0]}]",,False,0.05541,10542268.0,True,53.0,67.0,complete,18385330.0,2019-08-05T12:24:00+00:00,28723328.0,0.0,4230554.0,2922911.0,27415685.0
['2019-08-06'],10537060,2019-08-07T19:36:08.45152+00:00,2019-08-07T04:00:00+00:00,,[),2019-08-06T05:36:21.696+00:00,2019-08-07T05:33:22.136+00:00,23735585.0,"[{'cyclesCount': 1, 'disturbanceCount': 2, 'during': {'bounds': '[)', 'lower': '2019-08-06T22:10:00+00:00', 'upper': '2019-08-06T23:34:00+00:00'}, 'id': 23759976, 'inBedDuration': 5038195, 'isNap': True, 'latencyDuration': 954575, 'lightSleepDuration': 2523907, 'noDataDuration': 1740, 'qualityDuration': 3855132, 'remSleepDuration': 24994, 'respiratoryRate': 16.2891, 'responded': False, 'score': 13, 'sleepConsistency': 19, 'sleepEfficiency': 0.944048, 'slowWaveSleepDuration': 1306231, 'source': 'user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 1186876}]",,29496556.0,100.0,"[{'cyclesCount': 3, 'disturbanceCount': 29, 'during': {'bounds': '[)', 'lower': '2019-08-06T05:36:21.696+00:00', 'upper': '2019-08-06T14:55:25.441+00:00'}, 'id': 23735585, 'inBedDuration': 33543745, 'isNap': False, 'latencyDuration': 57678, 'lightSleepDuration': 17075324, 'noDataDuration': 0, 'qualityDuration': 29496556, 'remSleepDuration': 4007250, 'respiratoryRate': 14.4141, 'responded': False, 'score': 100, 'sleepConsistency': 67, 'sleepEfficiency': 0.880861, 'slowWaveSleepDuration': 8413982, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 4089063}]",complete,70.0,14318.3,189.0,0.0102366990682036,14.7170867690847,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 136, 'cumulativeWorkoutStrain': 13.5922, 'distance': None, 'during': {'bounds': '[)', 'lower': '2019-08-06T23:45:00+00:00', 'upper': '2019-08-07T00:50:00+00:00'}, 'gpsEnabled': False, 'id': 23813044, 'kilojoules': 3308.14, 'maxHeartRate': 189, 'rawScore': 0.0079695212632767, 'responded': False, 'score': 13.5922110939486, 'source': 'user', 'sportId': 0, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [829643, 213416, 317229, 1033399, 1252580, 253784]}]",,False,0.0524543,10579127.0,True,58.0,55.0,complete,18453986.0,2019-08-06T14:55:26.403+00:00,28723110.0,553945.0,3621221.0,2463229.0,28119064.0
['2019-08-07'],10568952,2019-08-08T14:56:00.918803+00:00,2019-08-08T05:33:22.136+00:00,,[),2019-08-07T05:33:22.136+00:00,2019-08-08T06:35:00.395+00:00,23815511.0,[],,28444487.0,100.0,"[{'cyclesCount': 7, 'disturbanceCount': 23, 'during': {'bounds': '[)', 'lower': '2019-08-07T05:33:22.136+00:00', 'upper': '2019-08-07T14:28:44.117+00:00'}, 'id': 23815511, 'inBedDuration': 32121981, 'isNap': False, 'latencyDuration': 85556, 'lightSleepDuration': 15500563, 'noDataDuration': 0, 'qualityDuration': 28444487, 'remSleepDuration': 4821602, 'respiratoryRate': 14.4727, 'responded': False, 'score': 100, 'sleepConsistency': 77, 'sleepEfficiency': 0.88788, 'slowWaveSleepDuration': 8122322, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 3713670}]",complete,72.0,14827.4,167.0,0.00526900828861753,11.7807198704782,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 114, 'cumulativeWorkoutStrain': 9.7532, 'distance': None, 'during': {'bounds': '[)', 'lower': '2019-08-07T15:00:00+00:00', 'upper': '2019-08-07T16:45:00+00:00'}, 'gpsEnabled': False, 'id': 23815661, 'kilojoules': 3608.65, 'maxHeartRate': 167, 'rawScore': 0.0035012830283363, 'responded': False, 'score': 9.75318760690069, 'source': 'user', 'sportId': -1, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [1476231, 1687295, 1568851, 1460217, 107667, 0]}]",,False,0.0437558,10612316.0,True,57.0,40.0,complete,18518077.0,2019-08-07T14:28:45.078+00:00,28722612.0,0.0,3855132.0,2095978.0,26963459.0
['2019-08-08'],10577908,2019-08-09T22:25:17.111599+00:00,2019-08-09T05:33:22.136+00:00,,[),2019-08-08T06:35:00.395+00:00,2019-08-09T05:02:37.411+00:00,23840740.0,[],,22545768.0,76.0,"[{'cyclesCount': 4, 'disturbanceCount': 17, 'during': {'bounds': '[)', 'lower': '2019-08-08T06:35:00.395+00:00', 'upper': '2019-08-08T13:31:26.054+00:00'}, 'id': 23840740, 'inBedDuration': 24985659, 'isNap': False, 'latencyDuration': 172073, 'lightSleepDuration': 13496466, 'noDataDuration': 34007, 'qualityDuration': 22545768, 'remSleepDuration': 2850218, 'respiratoryRate': 13.9453, 'responded': True, 'score': 76, 'sleepConsistency': 71, 'sleepEfficiency': 0.908606, 'slowWaveSleepDuration': 6199084, 'source': 'auto', 'state': 'complete', 'surveyResponseId': 18634884, 'timezoneOffset': '-0500', 'wakeDuration': 2437268}]",complete,77.0,19181.3,178.0,0.0158773630727076,16.9135422146695,complete,"[{'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 136, 'cumulativeWorkoutStrain': 14.2864, 'distance': None, 'during': {'bounds': '[)', 'lower': '2019-08-08T22:07:00+00:00', 'upper': '2019-08-08T23:16:00+00:00'}, 'gpsEnabled': False, 'id': 23894427, 'kilojoules': 3647.32, 'maxHeartRate': 178, 'rawScore': 0.00577980108638598, 'responded': False, 'score': 12.2354390856147, 'source': 'user', 'sportId': -1, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [335611, 243250, 759425, 1819756, 949768, 0]}, {'altitudeChange': None, 'altitudeGain': None, 'averageHeartRate': 149, 'cumulativeWorkoutStrain': 9.8241, 'distance': None, 'during': {'bounds': '[)', 'lower': '2019-08-08T21:21:10.489+00:00', 'upper': '2019-08-08T21:51:16.781+00:00'}, 'gpsEnabled': False, 'id': 23892952, 'kilojoules': 1897.45, 'maxHeartRate': 175, 'rawScore': 0.00355461990738919, 'responded': False, 'score': 9.82408939718214, 'source': 'auto', 'sportId': -1, 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'zones': [0, 5806, 158615, 971879, 670031, 0]}]",,False,0.0616037,10622153.0,True,50.0,71.0,complete,18581379.0,2019-08-08T13:31:27.977+00:00,28722114.0,0.0,0.0,1124478.0,29846592.0
['2019-08-09'],10628196,2019-08-11T13:36:53.407261+00:00,2019-08-10T05:02:37.411+00:00,,[),2019-08-09T05:02:37.411+00:00,2019-08-10T07:00:00+00:00,23953653.0,[],,38387949.0,100.0,"[{'cyclesCount': 11, 'disturbanceCount': 17, 'during': {'bounds': '[)', 'lower': '2019-08-09T05:02:37.411+00:00', 'upper': '2019-08-09T17:03:26.487+00:00'}, 'id': 23953653, 'inBedDuration': 43249076, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 18722261, 'noDataDuration': 0, 'qualityDuration': 38387949, 'remSleepDuration': 10463352, 'respiratoryRate': 14.7656, 'responded': True, 'score': 100, 'sleepConsistency': 58, 'sleepEfficiency': 0.887602, 'slowWaveSleepDuration': 9202336, 'source': 'auto', 'state': 'complete', 'surveyResponseId': 18634867, 'timezoneOffset': '-0500', 'wakeDuration': 4912063}]",complete,74.0,15674.6,166.0,0.00529373936289442,11.8042542763491,,[],,False,0.042438,10675146.0,True,59.0,40.0,complete,18634863.0,2019-08-09T17:03:27.448+00:00,28721616.0,3446593.0,0.0,3022207.0,35190417.0
['2019-08-10'],10659869,2019-08-11T13:37:22.040064+00:00,2019-08-11T05:02:37.411+00:00,,[),2019-08-10T07:00:00+00:00,2019-08-11T01:55:00+00:00,24040019.0,"[{'cyclesCount': 1, 'disturbanceCount': 2, 'during': {'bounds': '[)', 'lower': '2019-08-10T17:46:02.56+00:00', 'upper': '2019-08-10T19:31:15.445+00:00'}, 'id': 24040343, 'inBedDuration': 6312885, 'isNap': True, 'latencyDuration': 0, 'lightSleepDuration': 2437276, 'noDataDuration': 0, 'qualityDuration': 6001702, 'remSleepDuration': 694028, 'respiratoryRate': 15.8496, 'responded': False, 'score': 25, 'sleepConsistency': 14, 'sleepEfficiency': 0.950707, 'slowWaveSleepDuration': 2870398, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 319580}]",,14982747.0,50.0,"[{'cyclesCount': 2, 'disturbanceCount': 13, 'during': {'bounds': '[)', 'lower': '2019-08-10T07:00:00+00:00', 'upper': '2019-08-10T13:11:00+00:00'}, 'id': 24040019, 'inBedDuration': 22259003, 'isNap': False, 'latencyDuration': 1123765, 'lightSleepDuration': 9645192, 'noDataDuration': 0, 'qualityDuration': 14982747, 'remSleepDuration': 2103239, 'respiratoryRate': 15.7031, 'responded': False, 'score': 50, 'sleepConsistency': 63, 'sleepEfficiency': 0.708899, 'slowWaveSleepDuration': 3234316, 'source': 'user', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 7306088}]",complete,80.0,13387.7,165.0,0.00500540705656333,11.5223246594763,,[],,False,0.0282586,10710995.0,True,77.0,18.0,complete,18718520.0,2019-08-10T13:11:00+00:00,28720620.0,0.0,0.0,1130663.0,29851283.0
['2019-08-11'],10678118,2019-08-12T12:01:27.984583+00:00,2019-08-12T05:02:37.411+00:00,,[),2019-08-11T01:55:00+00:00,2019-08-12T05:10:36.433+00:00,24070719.0,[],,38060704.0,100.0,"[{'cyclesCount': 3, 'disturbanceCount': 23, 'during': {'bounds': '[)', 'lower': '2019-08-11T01:55:00+00:00', 'upper': '2019-08-11T13:29:00+00:00'}, 'id': 24070719, 'inBedDuration': 41638851, 'isNap': False, 'latencyDuration': 0, 'lightSleepDuration': 26649152, 'noDataDuration': 33564, 'qualityDuration': 38060704, 'remSleepDuration': 4093930, 'respiratoryRate': 16.1133, 'responded': True, 'score': 100, 'sleepConsistency': 33, 'sleepEfficiency': 0.914067, 'slowWaveSleepDuration': 7317622, 'source': 'user', 'state': 'complete', 'surveyResponseId': 18719015, 'timezoneOffset': '-0500', 'wakeDuration': 3592391}]",complete,71.0,15817.0,171.0,0.00497174479214504,11.4884561741,,[],,False,0.0502271,10730106.0,True,52.0,71.0,complete,18718992.0,2019-08-11T13:29:00+00:00,28720620.0,11344645.0,6001702.0,1058289.0,35121853.0
['2019-08-12'],10706868,2019-12-03T00:00:00.091468+00:00,2019-08-13T01:55:00+00:00,,[),2019-08-12T05:10:36.433+00:00,2019-08-13T01:55:00+00:00,24136571.0,[],,16786508.0,56.0,"[{'cyclesCount': 1, 'disturbanceCount': 10, 'during': {'bounds': '[)', 'lower': '2019-08-12T05:10:36.433+00:00', 'upper': '2019-08-12T10:29:11.004+00:00'}, 'id': 24136571, 'inBedDuration': 19114571, 'isNap': False, 'latencyDuration': 173035, 'lightSleepDuration': 11585645, 'noDataDuration': 0, 'qualityDuration': 16786508, 'remSleepDuration': 2120579, 'respiratoryRate': 14.8242, 'responded': False, 'score': 56, 'sleepConsistency': 44, 'sleepEfficiency': 0.886227, 'slowWaveSleepDuration': 3080284, 'source': 'auto', 'state': 'complete', 'surveyResponseId': None, 'timezoneOffset': '-0500', 'wakeDuration': 2348717}]",complete,68.0,5334.07,165.0,0.00175233375685323,7.115645178672,,[],,False,0.0729931,10761701.0,False,46.0,86.0,complete,,2019-08-12T10:29:40.804+00:00,28720123.0,0.0,0.0,1049846.0,29769969.0
['2019-12-02'],16109493,2019-12-03T15:37:42.966297+00:00,2019-12-03T05:00:00+00:00,,[),2019-12-02T05:00:00+00:00,2019-12-03T06:46:41.929+00:00,,[],,,,[],,82.0,3375.02,173.0,0.00141623468732641,6.54356920953039,,[],,,,,,,,,,,,,,,
