"lat","long","depth","mag","place","time","status","tsunami","sig","felt","nst","rms","type"
61.4793,-149.907,47.7,1.5,"Southern Alaska",1544113894947,"automatic",0,35,NA,NA,0.4,"earthquake"
61.4665,-150.0078,31.9,2.5,"Southern Alaska",1544113701258,"automatic",0,96,NA,NA,0.79,"earthquake"
61.3753,-150.0092,37.5,1.7,"Southern Alaska",1544113445611,"automatic",0,44,NA,NA,0.62,"earthquake"
61.4729,-149.9423,34.7,1.8,"Southern Alaska",1544113286545,"automatic",0,50,NA,NA,0.91,"earthquake"
61.4011,-149.9868,43,1.2,"Southern Alaska",1544113140318,"automatic",0,22,NA,NA,0.54,"earthquake"
61.3823,-150.0601,32.5,1.7,"Southern Alaska",1544112927906,"automatic",0,44,NA,NA,0.54,"earthquake"
61.382,-150.0024,37.5,1.6,"Southern Alaska",1544111591471,"automatic",0,39,NA,NA,0.59,"earthquake"
61.4739,-149.9101,47.3,1.9,"Southern Alaska",1544111444230,"automatic",0,56,NA,NA,1.01,"earthquake"
61.4371,-150.0848,31.3,2.2,"Southern Alaska",1544111376048,"automatic",0,74,NA,NA,0.87,"earthquake"
61.4737,-149.887,33.4,1.8,"Southern Alaska",1544111342612,"automatic",0,50,NA,NA,0.36,"earthquake"
38.7750015,-122.7178345,1.41,2.21,"2km W of Anderson Springs, CA",1544111228200,"automatic",0,75,NA,9,0.05,"earthquake"
61.4904,-149.9646,38.4,1.3,"Southern Alaska",1544111166321,"automatic",0,26,NA,NA,0.48,"earthquake"
61.4209,-149.8747,31.2,1.1,"Southern Alaska",1544110828180,"automatic",0,19,NA,NA,0.82,"earthquake"
61.4326,-149.9148,40.7,1.5,"Southern Alaska",1544110775949,"automatic",0,35,NA,NA,0.45,"earthquake"
37.586,-118.8533333,5.76,0.09,"12km ESE of Mammoth Lakes, CA",1544110708940,"reviewed",0,0,NA,7,0.01,"earthquake"
61.516,-149.9228,48.5,1.5,"Southern Alaska",1544110332745,"automatic",0,35,NA,NA,0.46,"earthquake"
33.4481667,-116.9483333,4.84,1.13,"8km W of Aguanga, CA",1544110010030,"automatic",0,20,NA,10,0.21,"earthquake"
37.0301,-116.2957,7.9,0.4,"Nevada",1544109932585,"reviewed",0,2,NA,28,0.1629,"earthquake"
61.3417,-149.952,34.1,2.4,"Southern Alaska",1544109881176,"automatic",0,89,NA,NA,0.51,"earthquake"
61.4627,-149.9741,33.4,1.9,"Southern Alaska",1544109223190,"automatic",0,56,NA,NA,0.53,"earthquake"
61.3606,-150.0873,33.8,1.7,"Southern Alaska",1544109168337,"automatic",0,44,NA,NA,0.36,"earthquake"
40.0381667,-120.8011667,1.71,2.41,"5km SE of Taylorsville, CA",1544109103340,"reviewed",0,89,1,19,0.09,"earthquake"
33.4855,-116.7896667,5.9,0.78,"8km NE of Aguanga, CA",1544108750450,"automatic",0,9,NA,28,0.16,"earthquake"
61.6609,-149.8146,33.9,1.7,"Southern Alaska",1544108661980,"automatic",0,44,NA,NA,0.49,"earthquake"
61.4013,-149.9893,32.8,1.4,"Southern Alaska",1544108572101,"automatic",0,30,NA,NA,0.46,"earthquake"
61.3701,-150.0291,40.3,1.4,"Southern Alaska",1544107948918,"automatic",0,30,NA,NA,0.52,"earthquake"
61.1582,-149.9954,13.5,1.7,"Southern Alaska",1544107785134,"automatic",0,44,NA,NA,0.52,"earthquake"
61.4051,-149.9104,33.1,1.6,"Southern Alaska",1544107574131,"automatic",0,39,NA,NA,0.43,"earthquake"
61.4863,-149.7684,33.8,1.7,"Southern Alaska",1544107473754,"automatic",0,44,NA,NA,0.49,"earthquake"
19.4123325,-155.2828369,-0.29,1.98,"Hawaii region, Hawaii",1544107150500,"automatic",0,60,NA,17,0.06,"earthquake"
61.3683,-150.0492,33.7,1.6,"Southern Alaska",1544106997693,"automatic",0,39,NA,NA,0.71,"earthquake"
33.486,-116.791,4.13,1.01,"8km NE of Aguanga, CA",1544106973720,"automatic",0,16,NA,37,0.19,"earthquake"
33.4988333,-116.796,2.33,0.94,"9km NE of Aguanga, CA",1544106850520,"automatic",0,14,NA,38,0.19,"earthquake"
61.4121,-150.0424,43.4,1.6,"Southern Alaska",1544106842303,"automatic",0,39,NA,NA,0.63,"earthquake"
61.4701,-149.9337,29.6,1.9,"Southern Alaska",1544106784392,"automatic",0,56,NA,NA,0.44,"earthquake"
61.3911,-150.0861,20.5,3.6,"Southern Alaska",1544106486530,"automatic",0,209,18,NA,0.89,"earthquake"
33.49,-116.8006667,2.1,2.6,"8km NE of Aguanga, CA",1544106281200,"automatic",0,104,NA,87,0.22,"earthquake"
61.3463,-149.9915,37.5,1.5,"Southern Alaska",1544105981275,"automatic",0,35,NA,NA,0.74,"earthquake"
61.4011,-149.9404,34.1,1.6,"Southern Alaska",1544105907540,"automatic",0,39,NA,NA,0.39,"earthquake"
6.6663,125.6618,185.13,5.3,"Mindanao, Philippines",1544105623350,"reviewed",0,432,NA,NA,1.03,"earthquake"
36.6878,-116.2834,3.7,-0.1,"Nevada",1544105603715,"reviewed",0,0,NA,20,0.1625,"earthquake"
61.5023,-149.9089,39.7,1.8,"Southern Alaska",1544105563383,"automatic",0,50,NA,NA,0.49,"earthquake"
61.3807,-150.0793,37.9,1.4,"Southern Alaska",1544105365428,"automatic",0,30,NA,NA,0.58,"earthquake"
61.8909,-149.9947,17.2,1.4,"Southern Alaska",1544105193891,"automatic",0,30,NA,NA,0.6,"earthquake"
33.5003333,-116.7971667,3.46,1.06,"9km NE of Aguanga, CA",1544105043200,"automatic",0,17,NA,42,0.2,"earthquake"
39.9911667,-120.8488333,4.09,1.81,"8km NNE of East Quincy, CA",1544104866700,"reviewed",0,50,NA,6,0.11,"earthquake"
61.4539,-150.0746,34.3,1.6,"Southern Alaska",1544104556283,"automatic",0,39,NA,NA,0.61,"earthquake"
61.4588,-149.9562,25.6,2.5,"Southern Alaska",1544104161914,"automatic",0,96,NA,NA,0.63,"earthquake"
61.3747,-150.076,37,1.6,"Southern Alaska",1544104062966,"automatic",0,39,NA,NA,0.52,"earthquake"
-6.5228,128.4991,338.01,4.6,"Banda Sea",1544103876940,"reviewed",0,326,NA,NA,0.68,"earthquake"
33.4996667,-116.7956667,2.38,0.91,"9km NE of Aguanga, CA",1544103571550,"automatic",0,13,NA,36,0.23,"earthquake"
61.3965,-149.9956,35.8,1.7,"Southern Alaska",1544103502994,"automatic",0,44,NA,NA,0.48,"earthquake"
61.4615,-149.9141,33.7,1.7,"Southern Alaska",1544103353843,"automatic",0,44,NA,NA,0.88,"earthquake"
61.3897,-150.0833,33.7,1.6,"Southern Alaska",1544103153012,"automatic",0,39,NA,NA,0.61,"earthquake"
37.0245,-112.387,21,2.04,"Utah",1544102998480,"reviewed",0,64,NA,9,0.11,"earthquake"
61.5464,-149.9012,27.7,1.5,"Southern Alaska",1544102804591,"automatic",0,35,NA,NA,0.49,"earthquake"
61.4589,-149.9702,36.4,1.6,"Southern Alaska",1544102778180,"automatic",0,39,NA,NA,0.46,"earthquake"
33.5071667,-116.7993333,3.65,0.77,"9km NE of Aguanga, CA",1544102743330,"reviewed",0,9,NA,26,0.16,"earthquake"
19.4071674,-155.2899933,-0.18,1.75,"Hawaii region, Hawaii",1544102457550,"automatic",0,47,NA,18,0.09,"earthquake"
59.9385,-153.0431,100.6,2.4,"Southern Alaska",1544102193153,"automatic",0,89,NA,NA,0.57,"earthquake"
61.3866,-150.0698,19.9,2,"Southern Alaska",1544101998983,"automatic",0,62,NA,NA,0.8,"earthquake"
61.3589,-150.0738,25.8,1.8,"Southern Alaska",1544101914538,"automatic",0,50,NA,NA,0.44,"earthquake"
33.4971667,-116.798,2.89,1.17,"9km NE of Aguanga, CA",1544101857710,"reviewed",0,21,NA,50,0.18,"earthquake"
33.2628333,-116.4353333,1.4,0.97,"6km W of Borrego Springs, CA",1544101722560,"reviewed",0,14,NA,30,0.24,"earthquake"
61.3901,-150.0886,33.2,1.6,"Southern Alaska",1544101633742,"automatic",0,39,NA,NA,0.51,"earthquake"
38.2633,-115.0117,4.7,1,"Nevada",1544101598777,"reviewed",0,15,NA,12,0.272,"earthquake"
61.3473,-149.9988,38,1.7,"Southern Alaska",1544101088539,"automatic",0,44,NA,NA,0.42,"earthquake"
61.4412,-150.0561,39.3,1.1,"Southern Alaska",1544101016204,"automatic",0,19,NA,NA,0.36,"earthquake"
61.4204,-149.9967,27.8,2.2,"Southern Alaska",1544100718852,"automatic",0,75,1,NA,0.7,"earthquake"
33.5111667,-116.795,2.71,0.57,"10km NE of Aguanga, CA",1544100599760,"reviewed",0,5,NA,16,0.14,"earthquake"
61.4028,-150.0532,33,1.7,"Southern Alaska",1544100331309,"automatic",0,44,NA,NA,0.64,"earthquake"
61.3575,-150.084,34,1.5,"Southern Alaska",1544099958514,"automatic",0,35,NA,NA,0.64,"earthquake"
61.4341,-149.9392,40.3,1.6,"Southern Alaska",1544099841972,"automatic",0,39,NA,NA,0.56,"earthquake"
61.4831,-149.9741,39.5,1.5,"Southern Alaska",1544099826559,"automatic",0,35,NA,NA,0.61,"earthquake"
37.5828333,-118.9506667,0.72,0.25,"6km SSE of Mammoth Lakes, CA",1544099782940,"reviewed",0,1,NA,15,0.1,"earthquake"
61.4032,-149.9444,43.1,1.1,"Southern Alaska",1544099700701,"automatic",0,19,NA,NA,0.47,"earthquake"
33.4985,-116.7936667,2.16,0.4,"9km NE of Aguanga, CA",1544099552460,"reviewed",0,2,NA,18,0.18,"earthquake"
61.5113,-149.9095,34.6,1.5,"Southern Alaska",1544099452483,"automatic",0,35,NA,NA,0.72,"earthquake"
37.5493333,-118.8371667,3.36,0.34,"14km W of Toms Place, CA",1544099410650,"reviewed",0,2,NA,8,0.03,"earthquake"
61.412,-149.8973,32.6,1.7,"Southern Alaska",1544099078895,"automatic",0,44,NA,NA,0.63,"earthquake"
46.884,-112.5276667,12.44,1.49,"western Montana",1544098829510,"reviewed",0,34,NA,12,0.12,"earthquake"
61.4261,-150.077,33.6,1.7,"Southern Alaska",1544098667315,"automatic",0,44,NA,NA,0.66,"earthquake"
61.3934,-150.058,35.9,1.3,"Southern Alaska",1544098374702,"automatic",0,26,NA,NA,0.56,"earthquake"
63.1701,-151.3295,15.7,1.8,"Central Alaska",1544097899894,"automatic",0,50,NA,NA,0.53,"earthquake"
61.3802,-150.091,37.7,1.3,"Southern Alaska",1544097373967,"automatic",0,26,NA,NA,0.29,"earthquake"
33.5105,-116.7973333,2.28,0.42,"10km NE of Aguanga, CA",1544097362800,"reviewed",0,3,NA,15,0.12,"earthquake"
40.0540009,-120.791832,0.77,2.13,"4km ESE of Taylorsville, CA",1544096950770,"automatic",0,70,NA,8,0.09,"earthquake"
63.1472,-151.3157,0,1.7,"Central Alaska",1544096615396,"automatic",0,44,NA,NA,0.85,"earthquake"
61.4083,-150.0718,32.6,2.1,"Southern Alaska",1544096494659,"automatic",0,68,NA,NA,0.55,"earthquake"
61.5646,-146.4532,18.9,1.9,"Southern Alaska",1544096343644,"automatic",0,56,NA,NA,0.83,"earthquake"
61.3966,-150.0723,33,1.3,"Southern Alaska",1544096251017,"automatic",0,26,NA,NA,0.84,"earthquake"
37.8881683,-122.2668304,3.99,1.34,"2km NNE of Berkeley, CA",1544096077050,"automatic",0,28,NA,13,0.04,"earthquake"
61.3973,-150.0768,32,2.2,"Southern Alaska",1544095721909,"automatic",0,74,NA,NA,0.55,"earthquake"
36.0045,-117.8091667,0.98,1.41,"12km NE of Little Lake, CA",1544095691050,"reviewed",0,31,NA,15,0.13,"earthquake"
61.3715,-150.0841,20,2.5,"Southern Alaska",1544095606738,"automatic",0,96,NA,NA,0.78,"earthquake"
38.4017,-118.9123,9.2,1.2,"Nevada",1544095497634,"reviewed",0,22,NA,17,0.2443,"earthquake"
61.459,-149.9622,36,1.8,"Southern Alaska",1544095464325,"automatic",0,50,NA,NA,0.43,"earthquake"
61.4548,-149.9964,20.5,2.7,"Southern Alaska",1544095254629,"automatic",0,112,NA,NA,0.76,"earthquake"
61.4865,-149.9285,34.9,1.6,"Southern Alaska",1544095026164,"automatic",0,39,NA,NA,0.5,"earthquake"
63.0034,-150.5012,100.7,1.7,"Central Alaska",1544094820931,"automatic",0,44,NA,NA,0.58,"earthquake"
61.5036,-149.9618,33.5,1.8,"Southern Alaska",1544094621232,"automatic",0,50,NA,NA,0.68,"earthquake"
61.4704,-149.9556,31.5,1.3,"Southern Alaska",1544094530082,"automatic",0,26,NA,NA,0.69,"earthquake"
38.8260002,-122.7490005,-0.67,1.87,"2km W of Cobb, CA",1544094508720,"automatic",0,54,NA,8,0.01,"earthquake"
61.4912,-149.9378,41.7,1.5,"Southern Alaska",1544094497294,"automatic",0,35,NA,NA,0.72,"earthquake"
33.4998333,-116.7963333,2.01,0.51,"9km NE of Aguanga, CA",1544094410800,"automatic",0,4,NA,23,0.18,"earthquake"
61.6073,-149.776,34.4,1.8,"Southern Alaska",1544094257895,"automatic",0,50,NA,NA,0.67,"earthquake"
61.4296,-150.0882,42,1.8,"Southern Alaska",1544094235090,"automatic",0,50,NA,NA,0.82,"earthquake"
61.5209,-149.9214,47.2,1.5,"Southern Alaska",1544093690838,"automatic",0,35,NA,NA,0.53,"earthquake"
61.4976,-150.0072,45.1,1.3,"Southern Alaska",1544093398657,"automatic",0,26,NA,NA,0.64,"earthquake"
33.5003333,-116.798,2.24,0.7,"9km NE of Aguanga, CA",1544093309430,"reviewed",0,8,NA,30,0.19,"earthquake"
61.4161,-140.2392,0,2,"Southern Yukon Territory, Canada",1544093030229,"automatic",0,62,NA,NA,1,"earthquake"
61.4567,-149.9455,31.8,1.8,"Southern Alaska",1544093017302,"automatic",0,50,NA,NA,0.63,"earthquake"
61.3674,-150.0695,28.9,2.2,"Southern Alaska",1544092905965,"automatic",0,74,NA,NA,0.66,"earthquake"
61.4996,-149.9084,34.4,1.4,"Southern Alaska",1544092833845,"automatic",0,30,NA,NA,0.82,"earthquake"
61.4561,-149.9968,32.8,2.9,"Southern Alaska",1544092575104,"automatic",0,130,2,NA,0.79,"earthquake"
61.4425,-150.1241,20.6,2.3,"Southern Alaska",1544092522146,"automatic",0,81,NA,NA,0.72,"earthquake"
33.857,-117.1805,8.94,0.98,"7km NNW of Nuevo, CA",1544092428570,"automatic",0,15,NA,11,0.4,"earthquake"
61.3933,-150.0243,50.4,1.6,"Southern Alaska",1544092354015,"automatic",0,39,NA,NA,0.35,"earthquake"
61.3989,-149.9836,37.1,1.8,"Southern Alaska",1544092049774,"automatic",0,50,NA,NA,0.36,"earthquake"
61.3829,-150.0359,33.5,1.7,"Southern Alaska",1544092017118,"automatic",0,44,NA,NA,0.78,"earthquake"
33.49,-116.7905,4.76,0.43,"9km NE of Aguanga, CA",1544091950850,"reviewed",0,3,NA,14,0.1,"earthquake"
61.4645,-149.9306,32.8,1.5,"Southern Alaska",1544091808140,"automatic",0,35,NA,NA,0.67,"earthquake"
61.3734,-150.0865,37,1.4,"Southern Alaska",1544091640023,"automatic",0,30,NA,NA,0.54,"earthquake"
61.4794,-149.9526,37.3,1.9,"Southern Alaska",1544091454700,"automatic",0,56,NA,NA,0.76,"earthquake"
61.3881,-150.0795,38.5,1.4,"Southern Alaska",1544091410040,"automatic",0,30,NA,NA,0.72,"earthquake"
33.5135,-116.7961667,2.7,0.43,"10km NE of Aguanga, CA",1544091399710,"reviewed",0,3,NA,16,0.11,"earthquake"
61.3854,-150.1009,33,1.8,"Southern Alaska",1544091335260,"automatic",0,50,NA,NA,0.7,"earthquake"
37.4501667,-118.7191667,1.72,1.08,"11km WNW of Round Valley, CA",1544091267480,"reviewed",0,18,NA,22,0.1,"earthquake"
36.4275,-89.4926667,7.77,1.67,"Tennessee",1544091179020,"reviewed",0,43,NA,22,0.05,"earthquake"
61.4862,-149.9101,33.3,1.8,"Southern Alaska",1544090825009,"automatic",0,50,NA,NA,0.59,"earthquake"
61.3927,-150.1049,40.4,1.5,"Southern Alaska",1544090461226,"automatic",0,35,NA,NA,0.52,"earthquake"
61.505,-149.9083,36.2,1.6,"Southern Alaska",1544090382668,"automatic",0,39,NA,NA,0.75,"earthquake"
63.4812,-151.3327,0.9,2.1,"Central Alaska",1544090332015,"automatic",0,68,NA,NA,0.76,"earthquake"
61.3996,-150.0478,33.3,1.5,"Southern Alaska",1544090234531,"automatic",0,35,NA,NA,0.68,"earthquake"
61.454,-149.9646,33.4,1.4,"Southern Alaska",1544090155773,"automatic",0,30,NA,NA,0.79,"earthquake"
61.3417,-150.0879,32.8,2.2,"Southern Alaska",1544090048673,"automatic",0,74,NA,NA,0.62,"earthquake"
64.4741,-143.1951,101.7,2.8,"Central Alaska",1544090019107,"automatic",0,121,NA,NA,0.82,"earthquake"
61.4366,-149.9555,19.3,2.3,"Southern Alaska",1544089891524,"automatic",0,81,NA,NA,0.63,"earthquake"
61.4725,-149.8381,54,2.3,"Southern Alaska",1544089870935,"automatic",0,81,NA,NA,0.91,"earthquake"
36.6473,-117.2977,0,0.5,"Central California",1544089776501,"reviewed",0,4,NA,22,0.1846,"earthquake"
61.2976,-150.134,39.4,1.7,"Southern Alaska",1544089693824,"automatic",0,44,NA,NA,0.61,"earthquake"
61.4566,-149.9994,36,1.7,"Southern Alaska",1544089532271,"automatic",0,44,NA,NA,0.52,"earthquake"
12.6113,-86.9846,156.67,4.9,"Nicaragua",1544089435570,"reviewed",0,369,NA,NA,0.9,"earthquake"
61.4715,-149.9906,20,2.6,"Southern Alaska",1544089367975,"automatic",0,104,NA,NA,0.81,"earthquake"
61.3121,-149.92,36.3,1.8,"Southern Alaska",1544089193164,"automatic",0,50,NA,NA,0.64,"earthquake"
19.105,-67.2771,4,2.83,"Puerto Rico region",1544089130510,"reviewed",0,123,NA,14,0.37,"earthquake"
61.4406,-150.0387,36.7,1.8,"Southern Alaska",1544088998963,"automatic",0,50,NA,NA,0.57,"earthquake"
61.3856,-150.0577,38.5,1.4,"Southern Alaska",1544088623488,"automatic",0,30,NA,NA,0.86,"earthquake"
38.3979,-118.9157,8.4,1.7,"Nevada",1544088456913,"reviewed",0,44,NA,23,0.2122,"earthquake"
61.3997,-150.0665,32.9,1.8,"Southern Alaska",1544088439988,"automatic",0,50,NA,NA,0.52,"earthquake"
61.4115,-150.0598,37.6,1.5,"Southern Alaska",1544088183530,"automatic",0,35,NA,NA,0.71,"earthquake"
33.4963333,-116.7978333,2.14,0.65,"9km NE of Aguanga, CA",1544087789840,"automatic",0,6,NA,27,0.16,"earthquake"
61.4025,-150.0527,20,2.5,"Southern Alaska",1544087409641,"automatic",0,96,NA,NA,0.64,"earthquake"
61.4572,-149.9015,30.5,1.9,"Southern Alaska",1544086842418,"automatic",0,56,NA,NA,0.61,"earthquake"
61.4507,-149.9918,30.5,2.4,"Southern Alaska",1544086550848,"automatic",0,89,NA,NA,0.73,"earthquake"
61.33,-150.0367,32.6,1.6,"Southern Alaska",1544086476070,"automatic",0,39,NA,NA,0.62,"earthquake"
33.5796667,-116.8436667,0.26,0.65,"15km N of Aguanga, CA",1544086055320,"automatic",0,6,NA,15,0.22,"earthquake"
61.4159,-150.1211,37.4,1.6,"Southern Alaska",1544085982093,"automatic",0,40,1,NA,0.57,"earthquake"
61.414,-150.0075,31,1.7,"Southern Alaska",1544085847073,"automatic",0,44,NA,NA,0.79,"earthquake"
61.3463,-150.0744,32.9,2.5,"Southern Alaska",1544085727010,"automatic",0,96,1,NA,0.77,"earthquake"
61.3773,-150.0824,31.8,2.1,"Southern Alaska",1544085632541,"automatic",0,68,NA,NA,0.59,"earthquake"
33.4981667,-116.7971667,2.11,0.42,"9km NE of Aguanga, CA",1544085630440,"reviewed",0,3,NA,14,0.15,"earthquake"
61.47,-149.9359,34,1.4,"Southern Alaska",1544085257414,"automatic",0,30,NA,NA,0.54,"earthquake"
36.5915,-121.1385,8.2,0.6,"7km N of Pinnacles, CA",1544085190290,"reviewed",0,6,NA,6,0.05,"earthquake"
61.482,-150.0375,22.7,2.7,"Southern Alaska",1544085094073,"automatic",0,112,1,NA,0.83,"earthquake"
67.7003,-157.1707,9.94,2.6,"northern Alaska",1544084569260,"reviewed",0,104,NA,NA,0.55,"earthquake"
47.578166666667,-122.3425,0.63,1.18,"Seattle-Tacoma urban area, Washington",1544084483980,"reviewed",0,21,NA,10,0.11,"earthquake"
61.4208,-150.0617,33.3,1.6,"Southern Alaska",1544083989654,"automatic",0,39,NA,NA,0.67,"earthquake"
33.2191667,-116.0655,4,1.19,"10km NE of Ocotillo Wells, CA",1544083947890,"reviewed",0,22,NA,39,0.29,"earthquake"
61.377,-150.0793,46.4,1.4,"Southern Alaska",1544083628603,"automatic",0,30,NA,NA,0.75,"earthquake"
61.4968,-149.9361,34.8,1.7,"Southern Alaska",1544083537024,"automatic",0,44,NA,NA,0.54,"earthquake"
61.4017,-150.1052,19.8,2.1,"Southern Alaska",1544082980759,"automatic",0,68,NA,NA,0.85,"earthquake"
61.4306,-149.9034,32,1.6,"Southern Alaska",1544082887579,"automatic",0,39,NA,NA,0.55,"earthquake"
35.9728333,-89.1871667,1.1,2.31,"Tennessee",1544082767390,"reviewed",0,82,NA,18,0.13,"earthquake"
36.4198333,-92.7631667,3.66,1.48,"Arkansas",1544082519990,"reviewed",0,34,NA,5,0.12,"earthquake"
61.409,-150.0746,34,1.7,"Southern Alaska",1544082496476,"automatic",0,44,NA,NA,0.91,"earthquake"
37.27,-114.1938,8.8,0.8,"Nevada",1544082485233,"reviewed",0,10,NA,8,0.1998,"earthquake"
61.1889,-140.5851,8.7,1.5,"Southern Yukon Territory, Canada",1544082429852,"automatic",0,35,NA,NA,0.29,"earthquake"
61.3505,-150.1321,12.8,2,"Southern Alaska",1544082335397,"automatic",0,62,NA,NA,0.61,"earthquake"
61.5657,-149.3395,47.2,1.6,"Southern Alaska",1544082333100,"automatic",0,39,NA,NA,1.45,"earthquake"
61.3285,-150.0253,31.9,2.1,"Southern Alaska",1544082213440,"automatic",0,68,NA,NA,0.55,"earthquake"
61.4142,-149.9848,36,1.4,"Southern Alaska",1544082148424,"automatic",0,30,NA,NA,0.67,"earthquake"
61.3684,-150.1117,32.4,2.1,"Southern Alaska",1544082051916,"automatic",0,68,NA,NA,0.56,"earthquake"
61.5158,-149.8934,32.4,1.7,"Southern Alaska",1544082026682,"automatic",0,44,NA,NA,1.49,"earthquake"
61.4971,-149.8907,32.9,1.9,"Southern Alaska",1544081913857,"automatic",0,56,NA,NA,0.8,"earthquake"
61.3993,-150.0647,36.1,4,"Southern Alaska",1544081574994,"reviewed",0,388,302,NA,0.68,"earthquake"
58.2741,-152.4787,77.2,2.7,"Kodiak Island region, Alaska",1544081569216,"automatic",0,112,NA,NA,0.42,"earthquake"
61.4542,-150.0782,31.5,1.9,"Southern Alaska",1544081165011,"automatic",0,56,NA,NA,0.91,"earthquake"
61.515,-149.9544,26.3,1.3,"Southern Alaska",1544080808885,"automatic",0,26,NA,NA,0.74,"earthquake"
61.3945,-150.0486,33.5,1.6,"Southern Alaska",1544080508243,"automatic",0,39,NA,NA,0.85,"earthquake"
33.5078333,-116.8026667,1.83,0.42,"9km NE of Aguanga, CA",1544080357340,"automatic",0,3,NA,11,0.19,"earthquake"
61.4153,-150.0056,28.7,2.4,"Southern Alaska",1544080290775,"automatic",0,89,NA,NA,0.84,"earthquake"
38.4105,-118.9161,6.7,1,"Nevada",1544079741719,"reviewed",0,15,NA,12,0.177,"earthquake"
61.5197,-149.7056,11.3,1.6,"Southern Alaska",1544079683956,"automatic",0,39,NA,NA,1.25,"earthquake"
61.3825,-150.1344,19.7,2.8,"Southern Alaska",1544079446228,"automatic",0,121,1,NA,0.92,"earthquake"
18.1121,-66.7313,26,1.75,"Puerto Rico",1544079286810,"reviewed",0,47,NA,5,0.06,"earthquake"
37.6335,-118.8575,4.91,0.6,"11km E of Mammoth Lakes, CA",1544079257980,"reviewed",0,6,NA,16,0.07,"earthquake"
61.5035,-149.9241,32.6,1.9,"Southern Alaska",1544079046050,"automatic",0,56,NA,NA,0.52,"earthquake"
19.4661674,-155.1321716,22.75,1.73,"Hawaii region, Hawaii",1544078984590,"automatic",0,46,NA,10,0.18,"earthquake"
61.3371,-150.1195,44,1.6,"Southern Alaska",1544078968010,"automatic",0,39,NA,NA,0.87,"earthquake"
64.7,-151.5312,19.9,1.5,"Central Alaska",1544078800447,"automatic",0,35,NA,NA,1.25,"earthquake"
61.4586,-149.9531,31.1,2.1,"Southern Alaska",1544078767254,"automatic",0,68,NA,NA,0.66,"earthquake"
61.4558,-149.9767,27.9,2,"Southern Alaska",1544078740410,"automatic",0,62,NA,NA,0.94,"earthquake"
